area,name,block,direction,streetName,streetType,side,postedRestrictions,exclusions
9,Federal Hill,900,,Light ,St.,Both,"""Two Hour Parking, in Area #9/Monday thru Saturday 7:00 a.m. - 6:00 p.m./Sunday 7:00 a.m. - 2:00 p.m./except with Area #9/No Parking in Area #9 Monday thru Sunday morning 6pm-7am/Sunday thru Monday morning 2pm-7am/Except with Area 9 permit/Tow away Zone During Stadium Events/Tow away Zone, except with Area #9 permit.""",Some addresses are excluded.  Please call 443-573-2800 to verify a particular address.
9,Federal Hill,1000,,Light ,St.,Both,"""Two Hour Parking, in Area #9/Monday thru Saturday 7:00 a.m. - 6:00 p.m./Sunday 7:00 a.m. - 2:00 p.m./except with Area #9/No Parking in Area #9 Monday thru Sunday morning 6pm-7am/Sunday thru Monday morning 2pm-7am/Except with Area 9 permit/Tow away Zone During Stadium Events/Tow away Zone, except with Area #9 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
9,Federal Hill,Unit,E,Montgomery ,St.,Both,"""Two Hour Parking, in Area #9/Monday thru Saturday 7:00 a.m. - 6:00 p.m./Sunday 7:00 a.m. - 2:00 p.m./except with Area #9/No Parking in Area #9 Monday thru Sunday morning 6pm-7am/Sunday thru Monday morning 2pm-7am/Except with Area 9 permit/Tow away Zone During Stadium Events/Tow away Zone, except with Area #9 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
9,Federal Hill,Unit,W,Montgomery ,St.,Both,"""Two Hour Parking, in Area #9/Monday thru Saturday 7:00 a.m. - 6:00 p.m./Sunday 7:00 a.m. - 2:00 p.m./except with Area #9/No Parking in Area #9 Monday thru Sunday morning 6pm-7am/Sunday thru Monday morning 2pm-7am/Except with Area 9 permit/Tow away Zone During Stadium Events/Tow away Zone, except with Area #9 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
9,Federal Hill,100,E,Montgomery ,St.,Both,"""Two Hour Parking, in Area #9/Monday thru Saturday 7:00 a.m. - 6:00 p.m./Sunday 7:00 a.m. - 2:00 p.m./except with Area #9/No Parking in Area #9 Monday thru Sunday morning 6pm-7am/Sunday thru Monday morning 2pm-7am/Except with Area 9 permit/Tow away Zone During Stadium Events/Tow away Zone, except with Area #9 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
9,Federal Hill,200,E,Montgomery ,St.,Both,"""Two Hour Parking, in Area #9/Monday thru Saturday 7:00 a.m. - 6:00 p.m./Sunday 7:00 a.m. - 2:00 p.m./except with Area #9/No Parking in Area #9 Monday thru Sunday morning 6pm-7am/Sunday thru Monday morning 2pm-7am/Except with Area 9 permit/Tow away Zone During Stadium Events/Tow away Zone, except with Area #9 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
9,Federal Hill,1000,,Olive ,St.,Both,"""Two Hour Parking, in Area #9/Monday thru Saturday 7:00 a.m. - 6:00 p.m./Sunday 7:00 a.m. - 2:00 p.m./except with Area #9/No Parking in Area #9 Monday thru Sunday morning 6pm-7am/Sunday thru Monday morning 2pm-7am/Except with Area 9 permit/Tow away Zone During Stadium Events/Tow away Zone, except with Area #9 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
9,Federal Hill,1000,,Patapsco ,St.,Both,"""Two Hour Parking, in Area #9/Monday thru Saturday 7:00 a.m. - 6:00 p.m./Sunday 7:00 a.m. - 2:00 p.m./except with Area #9/No Parking in Area #9 Monday thru Sunday morning 6pm-7am/Sunday thru Monday morning 2pm-7am/Except with Area 9 permit/Tow away Zone During Stadium Events/Tow away Zone, except with Area #9 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
9,Federal Hill,1100,,Patapsco ,St.,Both,"""Two Hour Parking, in Area #9/Monday thru Saturday 7:00 a.m. - 6:00 p.m./Sunday 7:00 a.m. - 2:00 p.m./except with Area #9/No Parking in Area #9 Monday thru Sunday morning 6pm-7am/Sunday thru Monday morning 2pm-7am/Except with Area 9 permit/Tow away Zone During Stadium Events/Tow away Zone, except with Area #9 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
9,Federal Hill,Unit,,Poultney ,St.,Both,"""Two Hour Parking, in Area #9/Monday thru Saturday 7:00 a.m. - 6:00 p.m./Sunday 7:00 a.m. - 2:00 p.m./except with Area #9/No Parking in Area #9 Monday thru Sunday morning 6pm-7am/Sunday thru Monday morning 2pm-7am/Except with Area 9 permit/Tow away Zone During Stadium Events/Tow away Zone, except with Area #9 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
9,Federal Hill,727,,Ricketts ,Ct.,Only,"""Two Hour Parking, in Area #9/Monday thru Saturday 7:00 a.m. - 6:00 p.m./Sunday 7:00 a.m. - 2:00 p.m./except with Area #9/No Parking in Area #9 Monday thru Sunday morning 6pm-7am/Sunday thru Monday morning 2pm-7am/Except with Area 9 permit/Tow away Zone During Stadium Events/Tow away Zone, except with Area #9 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
9,Federal Hill,900,,Riverside ,Ave.,Both,"""Two Hour Parking, in Area #9/Monday thru Saturday 7:00 a.m. - 6:00 p.m./Sunday 7:00 a.m. - 2:00 p.m./except with Area #9/No Parking in Area #9 Monday thru Sunday morning 6pm-7am/Sunday thru Monday morning 2pm-7am/Except with Area 9 permit/Tow away Zone During Stadium Events/Tow away Zone, except with Area #9 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
9,Federal Hill,1000,,Riverside ,Ave.,Both,"""Two Hour Parking, in Area #9/Monday thru Saturday 7:00 a.m. - 6:00 p.m./Sunday 7:00 a.m. - 2:00 p.m./except with Area #9/No Parking in Area #9 Monday thru Sunday morning 6pm-7am/Sunday thru Monday morning 2pm-7am/Except with Area 9 permit/Tow away Zone During Stadium Events/Tow away Zone, except with Area #9 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
9,Federal Hill,100,,Warren ,Ave.,Both,"""Two Hour Parking, in Area #9/Monday thru Saturday 7:00 a.m. - 6:00 p.m./Sunday 7:00 a.m. - 2:00 p.m./except with Area #9/No Parking in Area #9 Monday thru Sunday morning 6pm-7am/Sunday thru Monday morning 2pm-7am/Except with Area 9 permit/Tow away Zone During Stadium Events/Tow away Zone, except with Area #9 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
9,Federal Hill,200,,Warren ,Ave.,Both,"""Two Hour Parking, in Area #9/Monday thru Saturday 7:00 a.m. - 6:00 p.m./Sunday 7:00 a.m. - 2:00 p.m./except with Area #9/No Parking in Area #9 Monday thru Sunday morning 6pm-7am/Sunday thru Monday morning 2pm-7am/Except with Area 9 permit/Tow away Zone During Stadium Events/Tow away Zone, except with Area #9 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
9,Federal Hill,300,,Warren ,Ave.,Both,"""Two Hour Parking, in Area #9/Monday thru Saturday 7:00 a.m. - 6:00 p.m./Sunday 7:00 a.m. - 2:00 p.m./except with Area #9/No Parking in Area #9 Monday thru Sunday morning 6pm-7am/Sunday thru Monday morning 2pm-7am/Except with Area 9 permit/Tow away Zone During Stadium Events/Tow away Zone, except with Area #9 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
9,Federal Hill,400,,Warren ,Ave.,Both,"""Two Hour Parking, in Area #9/Monday thru Saturday 7:00 a.m. - 6:00 p.m./Sunday 7:00 a.m. - 2:00 p.m./except with Area #9/No Parking in Area #9 Monday thru Sunday morning 6pm-7am/Sunday thru Monday morning 2pm-7am/Except with Area 9 permit/Tow away Zone During Stadium Events/Tow away Zone, except with Area #9 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
9,Federal Hill,Unit,,Wheeling ,St.,Both,"""Two Hour Parking, in Area #9/Monday thru Saturday 7:00 a.m. - 6:00 p.m./Sunday 7:00 a.m. - 2:00 p.m./except with Area #9/No Parking in Area #9 Monday thru Sunday morning 6pm-7am/Sunday thru Monday morning 2pm-7am/Except with Area 9 permit/Tow away Zone During Stadium Events/Tow away Zone, except with Area #9 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
9,Federal Hill,700,,William ,St.,Both,"""Two Hour Parking, in Area #9/Monday thru Saturday 7:00 a.m. - 6:00 p.m./Sunday 7:00 a.m. - 2:00 p.m./except with Area #9/No Parking in Area #9 Monday thru Sunday morning 6pm-7am/Sunday thru Monday morning 2pm-7am/Except with Area 9 permit/Tow away Zone During Stadium Events/Tow away Zone, except with Area #9 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
9,Federal Hill,800,,William ,St.,Both,"""Two Hour Parking, in Area #9/Monday thru Saturday 7:00 a.m. - 6:00 p.m./Sunday 7:00 a.m. - 2:00 p.m./except with Area #9/No Parking in Area #9 Monday thru Sunday morning 6pm-7am/Sunday thru Monday morning 2pm-7am/Except with Area 9 permit/Tow away Zone During Stadium Events/Tow away Zone, except with Area #9 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
9,Federal Hill,900,,William ,St.,Both,"""Two Hour Parking, in Area #9/Monday thru Saturday 7:00 a.m. - 6:00 p.m./Sunday 7:00 a.m. - 2:00 p.m./except with Area #9/No Parking in Area #9 Monday thru Sunday morning 6pm-7am/Sunday thru Monday morning 2pm-7am/Except with Area 9 permit/Tow away Zone During Stadium Events/Tow away Zone, except with Area #9 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
9,Federal Hill,1000,,William ,St.,Odd,"""Two Hour Parking, in Area #9/Monday thru Saturday 7:00 a.m. - 6:00 p.m./Sunday 7:00 a.m. - 2:00 p.m./except with Area #9/No Parking in Area #9 Monday thru Sunday morning 6pm-7am/Sunday thru Monday morning 2pm-7am/Except with Area 9 permit/Tow away Zone During Stadium Events/Tow away Zone, except with Area #9 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
10,Seton Hill,400,,Druid Hill ,Ave.,Odd,"""Two Hour Parking, 7:00 a.m. - 7:00  p.m., Monday through Friday, except with Area #10 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
10,Seton Hill,500,,Druid Hill ,Ave.,Even,"""Two Hour Parking, 7:00 a.m. - 7:00  p.m., Monday through Friday, except with Area #10 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
10,Seton Hill,700,,Druid Hill ,Ave.,Both,"""Two Hour Parking, 7:00 a.m. - 7:00  p.m., Monday through Friday, except with Area #10 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
10,Seton Hill,600,N,Eutaw,St.,Both,"""Two Hour Parking, 7:00 a.m. - 7:00  p.m., Monday through Friday, except with Area #10 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
10,Seton Hill,400,,George ,St.,Both,"""Two Hour Parking, 7:00 a.m. - 7:00  p.m., Monday through Friday, except with Area #10 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
10,Seton Hill,600,,Jasper ,St.,Both,"""Two Hour Parking, 7:00 a.m. - 7:00  p.m., Monday through Friday, except with Area #10 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
10,Seton Hill,700,W,Monument ,St.,Odd,"""Two Hour Parking, 7:00 a.m. - 7:00  p.m., Monday through Friday, except with Area #10 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
10,Seton Hill,400,,Orchard ,St.,Odd,"""Two Hour Parking, 7:00 a.m. - 7:00  p.m., Monday through Friday, except with Area #10 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
10,Seton Hill,500,,Orchard ,St.,Both,"""Two Hour Parking, 7:00 a.m. - 7:00  p.m., Monday through Friday, except with Area #10 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
10,Seton Hill,500,N,Paca ,St.,Both,"""Two Hour Parking, 7:00 a.m. - 7:00  p.m., Monday through Friday, except with Area #10 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
10,Seton Hill,600,N,Paca ,St.,Odd,"""Two Hour Parking, 7:00 a.m. - 7:00  p.m., Monday through Friday, except with Area #10 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
10,Seton Hill,400,,St. Mary ,St.,Both,"""Two Hour Parking, 7:00 a.m. - 7:00  p.m., Monday through Friday, except with Area #10 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
10,Seton Hill,500,,St. Mary ,St.,Both,"""Two Hour Parking, 7:00 a.m. - 7:00  p.m., Monday through Friday, except with Area #10 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
10,Seton Hill,Unit,,Tessier ,St.,Both,"""Two Hour Parking, 7:00 a.m. - 7:00  p.m., Monday through Friday, except with Area #10 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
10,Seton Hill,700,,Tessier ,St.,Both,"""Two Hour Parking, 7:00 a.m. - 7:00  p.m., Monday through Friday, except with Area #10 permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
11,Hollins Hills/Mt. Clare,100,,Callender ,St.,Both,"""Two Hour Parking, 7:00 a.m. - 7:00 p.m., Monday through Friday, except with Area #11 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
11,Hollins Hills/Mt. Clare,Unit,S,Fremont ,Ave.,Even,"""Two Hour Parking, 7:00 a.m. - 7:00 p.m., Monday through Friday, except with Area #11 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
11,Hollins Hills/Mt. Clare,800,,Hollins ,St.,Both,"""Two Hour Parking, 7:00 a.m. - 7:00 p.m., Monday through Friday, except with Area #11 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
11,Hollins Hills/Mt. Clare,866,W ,Lombard ,St.,Both,"""Two Hour Parking, 7:00 a.m. - 7:00 p.m., Monday through Friday, except with Area #11 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
11,Hollins Hills/Mt. Clare,Unit,,Parkin,St.,Both,"""Two Hour Parking, 7:00 a.m. - 7:00 p.m., Monday through Friday, except with Area #11 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
11,Hollins Hills/Mt. Clare,100,,Parkin,St.,Both,"""Two Hour Parking, 7:00 a.m. - 7:00 p.m., Monday through Friday, except with Area #11 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
11,Hollins Hills/Mt. Clare,Unit,S,Poppleton ,St.,Both,"""Two Hour Parking, 7:00 a.m. - 7:00 p.m., Monday through Friday, except with Area #11 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
11,Hollins Hills/Mt. Clare,100,S,Poppleton ,St.,Both,"""Two Hour Parking, 7:00 a.m. - 7:00 p.m., Monday through Friday, except with Area #11 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
11,Hollins Hills/Mt. Clare,300,S,Poppleton ,St.,Both,"""Two Hour Parking, 7:00 a.m. - 7:00 p.m., Monday through Friday, except with Area #11 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
11,Hollins Hills/Mt. Clare,800,W,Pratt ,St.,Even,"""Two Hour Parking, 7:00 a.m. - 7:00 p.m., Monday through Friday, except with Area #11 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
11,Hollins Hills/Mt. Clare,900,,Ramsay ,St.,Even,"""Two Hour Parking, 7:00 a.m. - 7:00 p.m., Monday through Friday, except with Area #11 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,Unit,E,30th ,St.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,100,E,30th ,St.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,200,E,30th ,St.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,300,E,30th ,St.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,Unit,E,31st,St.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,100,E,31st,St.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,200,E,31st ,St.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,300,E,31st ,St.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,400,E,31st ,St.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,Unit,E,32nd,St.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,100,E,32nd,St.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,200,E,32nd,St.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,300,E,32nd,St.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,Unit,E,33rd ,St.,Both,,
,,,,,,,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,100,E,33rd ,St.,Odd,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,200,E,33rd ,St.,Odd,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,300,E,33rd ,St.,Both,,
,,,,,,,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,2900,,Abell ,Ave.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,3000,,Abell ,Ave.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,3100,,Abell ,Ave.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,3200,,Abell ,Ave.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,3300,,Abell ,Ave.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,3000,,Barclay ,St.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,3100,,Barclay ,St.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,3200,,Barclay ,St.,Even,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,2900,N,Calvert ,St.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,3000,N,Calvert ,St.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,3100,N,Calvert ,St.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,3200,N,Calvert ,St.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,2900,N,Charles ,St.,Odd,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,3000,N,Charles ,St.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,3200,N,Charles ,St.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,2900,,Guilford ,Ave.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,3000,,Guilford ,Ave.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,3100,,Guilford ,Ave.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,3200,,Guilford ,Ave.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,3300,,Guilford ,Ave.,Odd,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,2900,,St. Paul ,St.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,3000,,St. Paul ,St.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,3100,,St. Paul ,St.,Both,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,3200,,St. Paul ,St.,Odd,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
12,Abell Avenue/Charles Village,3300,,St. Paul ,St.,Odd,"""Two Hour Parking, 7:00 a.m.-7:00 p.m., Monday through Friday, except with Area #12 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
13,Tyson Street,900,,Tyson ,St.,Both,"""Two Hour Parking, 7:00 a.m. - 7:00 p.m., Monday through Friday except with Area #13 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
14,Little Italy,200,,Albemarle ,St.,Both,"""Three Hour Parking, 8:00 a.m. - 12 Midnight, Sunday through Saturday, except with Area #14 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
14,Little Italy,300,,Albemarle ,St.,Both,"""Three Hour Parking, 8:00 a.m. - 12 Midnight, Sunday through Saturday, except with Area #14 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
14,Little Italy,400,,Albemarle ,St.,Both,"""Three Hour Parking, 8:00 a.m. - 12 Midnight, Sunday through Saturday, except with Area #14 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
14,Little Italy,500,,Albemarle ,St.,Both,"""Three Hour Parking, 8:00 a.m. - 12 Midnight, Sunday through Saturday, except with Area #14 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
14,Little Italy,1200,,Bank ,St.,Both,"""Three Hour Parking, 8:00 a.m. - 12 Midnight, Sunday through Saturday, except with Area #14 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
14,Little Italy,800,,Eastern ,Ave.,Both,"""Three Hour Parking, 8:00 a.m. - 12 Midnight, Sunday through Saturday, except with Area #14 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
14,Little Italy,900,,Eastern ,Ave.,Both,"""Three Hour Parking, 8:00 a.m. - 12 Midnight, Sunday through Saturday, except with Area #14 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
14,Little Italy,1000,,Eastern ,Ave.,Both,"""Three Hour Parking, 8:00 a.m. - 12 Midnight, Sunday through Saturday, except with Area #14 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
14,Little Italy,300,S,Eden ,St.,Both,"""Three Hour Parking, 8:00 a.m. - 12 Midnight, Sunday through Saturday, except with Area #14 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
14,Little Italy,400,S,Eden ,St.,Both,"""Three Hour Parking, 8:00 a.m. - 12 Midnight, Sunday through Saturday, except with Area #14 Permit.""",Some addresses may be excluded.  Please call 443-573-2800 to verify a particular address.
